C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_43_557.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_43_557.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_43_557.jpg, 0, 0, 0, 6.230715
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_43_666.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_43_666.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_43_666.jpg, -0.3301143, 0, 0, 6.214404
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_43_807.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_43_807.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_43_807.jpg, -0.7484715, 0, 0, 6.093927
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_43_982.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_43_982.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_43_982.jpg, -1, 0, 0, 5.996363
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_44_151.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_44_151.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_44_151.jpg, -1, 0, 0, 5.964687
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_44_276.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_44_276.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_44_276.jpg, -0.6204373, 0, 0, 6.004936
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_44_430.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_44_430.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_44_430.jpg, -0.1593385, 0.2101155, 0, 6.175601
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_44_579.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_44_579.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_44_579.jpg, 0, 0.6564132, 0, 7.43456
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_44_706.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_44_706.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_44_706.jpg, 0, 1, 0, 8.746007
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_44_845.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_44_845.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_44_845.jpg, 0, 1, 0, 10.43105
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_44_988.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_44_988.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_44_988.jpg, -0.4351707, 1, 0, 12.13085
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_45_090.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_45_090.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_45_090.jpg, -0.7012074, 1, 0, 12.96611
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_45_236.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_45_236.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_45_236.jpg, -0.3090315, 1, 0, 14.71739
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_45_361.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_45_361.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_45_361.jpg, 0, 1, 0, 16.0813
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_45_511.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_45_511.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_45_511.jpg, 0, 1, 0, 17.83951
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_45_632.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_45_632.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_45_632.jpg, 0, 1, 0, 19.11838
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_45_845.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_45_845.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_45_845.jpg, -0.6274965, 1, 0, 20.94728
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_45_954.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_45_954.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_45_954.jpg, -0.962492, 1, 0, 21.7051
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_46_085.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_46_085.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_46_085.jpg, -1, 1, 0, 22.8838
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_46_216.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_46_216.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_46_216.jpg, -1, 1, 0, 24.11841
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_46_378.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_46_378.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_46_378.jpg, -0.5186065, 1, 0, 25.88434
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_46_498.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_46_498.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_46_498.jpg, 0.2477271, 1, 0, 26.8039
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_46_623.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_46_623.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_46_623.jpg, 0.6250179, 1, 0, 27.51937
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_46_751.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_46_751.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_46_751.jpg, 0.2385885, 1, 0, 28.63216
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_46_909.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_46_909.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_46_909.jpg, 0, 1, 0, 30.14949
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_47_014.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_47_014.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_47_014.jpg, 0.3079461, 0.6920539, 0, 30.13878
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_47_131.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_47_131.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_47_131.jpg, 0.6662334, 0.3337666, 0, 29.92046
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_47_301.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_47_301.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_47_301.jpg, 0.1633863, 0, 0, 29.48795
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_47_433.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_47_433.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_47_433.jpg, 0, 0, 0, 28.98368
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_47_604.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_47_604.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_47_604.jpg, 0, 0.5064993, 0, 29.31894
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_47_701.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_47_701.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_47_701.jpg, 0, 0.8073864, 0, 29.72521
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_47_812.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_47_812.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_47_812.jpg, 0, 1, 0, 29.84574
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_47_946.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_47_946.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_47_946.jpg, -0.4020804, 1, 0, 30.14142
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_052.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_052.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_052.jpg, -0.6970038, 1, 0, 30.08357
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_162.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_162.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_162.jpg, -0.3977718, 1, 0, 30.13688
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_291.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_291.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_291.jpg, -0.005459443, 1, 0, 29.9671
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_423.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_423.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_423.jpg, 0, 1, 0, 30.06717
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_532.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_532.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_532.jpg, 0, 1, 0, 30.1449
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_686.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_686.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_686.jpg, 0, 1, 0, 30.16401
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_787.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_787.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_787.jpg, 0, 1, 0, 30.02437
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_893.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_893.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_893.jpg, -0.3190533, 1, 0, 29.99231
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_48_994.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_48_994.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_48_994.jpg, -0.6204996, 1, 0, 29.98767
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_49_161.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_49_161.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_49_161.jpg, -0.7006692, 1, 0, 29.91171
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_49_312.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_49_312.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_49_312.jpg, -0.2429502, 1, 0, 30.14147
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_49_469.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_49_469.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_49_469.jpg, 0, 0.5315725, 0, 29.89284
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_49_633.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_49_633.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_49_633.jpg, 0.2357448, 0.04024541, 0, 29.22442
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_49_824.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_49_824.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_49_824.jpg, 0, 0, 0, 27.98062
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_49_932.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_49_932.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_49_932.jpg, 0, 0, 0, 27.3817
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_50_047.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_50_047.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_50_047.jpg, 0, 0, 0, 26.67431
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_50_171.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_50_171.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_50_171.jpg, 0, 0.2193261, 0, 26.0914
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_50_271.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_50_271.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_50_271.jpg, 0, 0.4903155, 0, 26.10239
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_50_421.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_50_421.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_50_421.jpg, 0, 0.9709239, 0, 26.71064
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_50_527.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_50_527.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_50_527.jpg, 0.2941878, 0.6767361, 0, 27.1737
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_50_663.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_50_663.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_50_663.jpg, 0.7274671, 0.2434569, 0, 26.63946
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_50_810.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_50_810.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_50_810.jpg, 1, 0, 0, 25.6612
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_50_966.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_50_966.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_50_966.jpg, 1, 0, 0, 23.96533
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_51_067.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_51_067.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_51_067.jpg, 0.6973531, 0, 0, 23.35806
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_51_203.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_51_203.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_51_203.jpg, 0.2886664, 0, 0, 22.90287
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_51_305.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_51_305.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_51_305.jpg, 0, 0, 0, 22.31713
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_51_416.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_51_416.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_51_416.jpg, 0, 0, 0, 21.78346
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_51_578.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_51_578.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_51_578.jpg, 0, 0.483156, 0, 21.71656
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_51_724.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_51_724.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_51_724.jpg, 0, 0.9230634, 0, 22.45104
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_51_845.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_51_845.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_51_845.jpg, 0, 1, 0, 23.42534
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_51_949.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_51_949.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_51_949.jpg, 0, 1, 0, 24.28904
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_52_072.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_52_072.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_52_072.jpg, 0, 1, 0, 25.31763
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_52_251.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_52_251.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_52_251.jpg, 0, 1, 0, 26.87355
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_52_367.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_52_367.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_52_367.jpg, 0, 1, 0, 27.91848
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_52_488.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_52_488.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_52_488.jpg, 0, 1, 0, 28.96983
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_52_617.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_52_617.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_52_617.jpg, 0, 1, 0, 30.09663
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_52_717.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_52_717.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_52_717.jpg, 0, 1, 0, 30.20658
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_52_862.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_52_862.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_52_862.jpg, 0, 1, 0, 30.2105
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_52_992.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_52_992.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_52_992.jpg, 0, 1, 0, 30.20133
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_53_125.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_53_125.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_53_125.jpg, 0, 1, 0, 30.21239
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_53_299.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_53_299.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_53_299.jpg, 0, 1, 0, 30.15347
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_53_449.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_53_449.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_53_449.jpg, 0, 1, 0, 30.19845
C:\Users\91961\Downloads\simulator-windows-64\IMG\center_2024_06_16_16_53_53_572.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\left_2024_06_16_16_53_53_572.jpg, C:\Users\91961\Downloads\simulator-windows-64\IMG\right_2024_06_16_16_53_53_572.jpg, 0, 1, 0, 30.18725
